iso3,country,gdis_id,disasterno,year,disastertype,locations,admin_levels,adm1_sample,adm2_sample,readiness_lane
PHL,Philippines,5364,2014-0479,2014,storm,39,L1:38; L2:1,Agusan Del Norte; Agusan Del Sur; Aklan; Albay; Antique; Bataan,Caraga; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5328,2012-0260,2012,storm,35,L1:35,Aklan; Antique; Bataan; Batangas; Benguet; Bulacan,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5357,2014-0227,2014,storm,34,L1:23; L2:11,Albay; Aurora; Bataan; Batangas; Biliran; Bulacan,Kalookan City; Malabon; Mandaluyong; Marikina; Muntinlupa; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5365,2014-0497,2014,storm,33,L1:32; L2:1,Agusan Del Norte; Agusan Del Sur; Aklan; Antique; Bohol; Bukidnon,Caraga; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5349,2013-0434,2013,flood,31,L1:29; L2:2,Aklan; Antique; Biliran; Bukidnon; Camiguin; Capiz,Caraga; Davao City; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5361,2014-0390,2014,storm,31,L1:31,Aklan; Antique; Apayao; Aurora; Bataan; Benguet,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-262,2016-0271,2016,flood,30,L2:30,Bihar; Uttar Pradesh,Allahabad; Araria; Ballia; Banda; Begusarai; Bhagalpur,needs_emdat_event_date_and_black_marble_extraction
NPL,Nepal,4472,2013-0456,2013,flood,29,L3:29,Central; East; Far-Western; Mid-Western; West,Bagmati; Bheri; Dhaualagiri; Janakpur; Karnali; Koshi,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5371,2015-0283,2015,flood,28,L2:20; L1:8,Apayao; Bataan; Batangas; Benguet; Bulacan; Cavite,Atok; Baguio City; Bakun; Botolan; Candelaria; Conner,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,92,2014-0134,2014,flood,27,L1:27,Badakhshan; Badghis; Baghlan; Balkh; Bamyan; Daykundi,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-280,2017-0517,2017,flood,26,L2:25; L3:1,Uttar Pradesh,Ambedkar Nagar; Azamgarh; Bahraich; Ballia; Balrampur; Barabanki,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5346,2013-0274,2013,flood,25,L2:19; L1:6,Abra; Bataan; Benguet; Bulacan; Cavite; Laguna,Bacoor; Binangonan; Bontoc; Floridablanca; Imus; Kawit,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5354,2014-0020,2014,storm,22,L1:20; L2:2,Agusan Del Norte; Agusan Del Sur; Bukidnon; Camiguin; Compostela Valley; Davao Del Norte,Caraga; Davao City; NA,needs_emdat_event_date_and_black_marble_extraction
THA,Thailand,6269,2013-0431,2013,flood,22,L1:22,Ang Thong; Chachoengsao; Chai Nat; Chanthaburi; Chiang Rai; Nakhon Nayok,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5339,2012-0540,2012,storm,21,L1:21,Aklan; Albay; Antique; Bohol; Camarines Norte; Camarines Sur,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-276,2017-0289,2017,flood,20,L2:20,Assam,Barpeta; Bongaigaon; Cachar; Chirang; Darrang; Dhemaji,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-119,2017-0187,2017,flood,19,L1:19,Beijing; Fujian; Gansu; Guangdong; Hebei; Heilongjiang,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,2936,2012-0179,2012,flood,19,L2:18; L1:1,Arunachal Pradesh; Assam,Barpeta; Bongaigaon; Chirang; Darrang; Dhemaji; Dhubri,needs_emdat_event_date_and_black_marble_extraction
LAO,Lao PDR,01-882,2013-0338,2013,flood,19,L2:19,Bokeo; Bolikhamxai; Houaphan; Khammouan; Oudomxai; Vientiane,Beng; Bolikhanh; Feuang; Hinboon; Houixai; Kasy,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,87,2013-0151,2013,earthquake,18,L2:18,Badghis; Kunar; Nangarhar; Wardak,Achin; Bati Kot; Chaparhar; Chawkay; Dih Bala; Goshta,needs_emdat_event_date_and_black_marble_extraction
KHM,Cambodia,960,2013-0380,2013,flood,18,L1:15; L2:3,Banteay Meanchey; Batdambang; Kampong Cham; Kampong Chhnang; Kampong Thum; Kampot,Choam Khsant; Kampot; Kracheh; NA; Pailin,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5327,2012-0602,2012,flood,18,L1:16; L2:2,Bukidnon; Camiguin; Davao Del Sur; Davao Oriental; Lanao Del Norte; Lanao Del Sur,Caraga; Davao City; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5344,2013-0340,2013,flood,18,L1:16; L2:2,Bukidnon; Camiguin; Davao Del Sur; Davao Oriental; Lanao Del Norte; Lanao Del Sur,Caraga; Davao City; NA,needs_emdat_event_date_and_black_marble_extraction
PNG,Papua New Guinea,05-700,2015-9410,2015,drought,18,L2:16; L1:2,Central; Chimbu; East New Britain; Eastern Highlands; Enga; Manus,Chuave; Goilala; Goroka; Gumine; Henganofi; Ialibu-Pangia,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-265,2016-0276,2016,flood,17,L2:17,Madhya Pradesh,Agar Malwa; Bhopal; Damoh; Harda; Hoshangabad; Jabalpur,needs_emdat_event_date_and_black_marble_extraction
IND,India,06-128,2015-0317,2015,flood,17,L2:13; L1:4,Assam; Gujarat; Madhya Pradesh; Manipur; Odisha; Rajasthan,Banas Kantha; Darrang; Dhemaji; Dhubri; Goalpara; Jalpaiguri,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5329,2012-0272,2012,flood,17,L1:17,Bataan; Batangas; Bulacan; Cavite; Ilocos Sur; Iloilo,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,06-130,2015-0406,2015,flood,16,L2:15; L3:1,Assam,Barpeta; Bongaigaon; Cachar; Darrang; Dhemaji; Dibrugarh,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5345,2013-0272,2013,storm,16,L1:16,Aurora; Bataan; Batanes; Bulacan; Cagayan; Ilocos Norte,NA,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,2-Jun,2015-0476,2015,earthquake,15,L1:14; L2:1,Badakhshan; Baghlan; Ghazni; Kabul; Kapisa; Khost,NA; Panjsher,needs_emdat_event_date_and_black_marble_extraction
BGD,Bangladesh,641,2014-0290,2014,flood,15,L2:15,Dhaka; Rajshahi; Rangpur; Sylhet,Bogra; Faridpur; Gaibandha; Jamalpur; Kurigram; Lalmonirhat,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-94,2016-0236,2016,flood,15,L1:15,Anhui; Chongqing; Fujian; Gansu; Guangxi; Guizhou,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5342,2013-0378,2013,storm,15,L1:15,Agusan Del Norte; Bukidnon; Compostela Valley; Davao Del Norte; Davao Del Sur; Davao Oriental,NA,needs_emdat_event_date_and_black_marble_extraction
THA,Thailand,6267,2012-0375,2012,flood,15,L1:15,Ang Thong; Chachoengsao; Chai Nat; Chaiyaphum; Chon Buri; Nakhon Pathom,NA,needs_emdat_event_date_and_black_marble_extraction
BGD,Bangladesh,632,2012-0082,2012,storm,14,L2:12; L1:2,Barisal; Chittagong; Dhaka; Khulna; Rajshahi; Rangpur,Bhola; Chuadanga; Comilla; Faridpur; Jamalpur; Jessore,needs_emdat_event_date_and_black_marble_extraction
MYS,Malaysia,4070,2014-0494,2014,flood,14,L1:14,Johor; Kedah; Kelantan; Kuala Lumpur; Melaka; Negeri Sembilan,NA,needs_emdat_event_date_and_black_marble_extraction
THA,Thailand,6275,2014-0522,2014,flood,14,L1:14,Chumphon; Krabi; Nakhon Si Thammarat; Narathiwat; Pattani; Phangnga,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-104,2016-0373,2016,storm,13,L1:13,Fujian; Guizhou; Hebei; Heilongjiang; Henan; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1583,2012-0173,2012,flood,13,L1:13,Chongqing; Fujian; Guangdong; Guangxi; Guizhou; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-75,2015-0395,2015,flood,13,L1:13,Chongqing; Gansu; Guizhou; Hebei; Henan; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-266,2016-0304,2016,flood,13,L2:10; L3:3,Chhattisgarh; Gujarat; Maharashtra,Chhota Udaipur; Kolhapur; Nashik; Navsari; Pune; Raigarh,needs_emdat_event_date_and_black_marble_extraction
IND,India,04-309,2015-0226,2015,landslide,13,L2:13,Assam,Barpeta; Bongaigaon; Darrang; Dhemaji; Dibrugarh; Goalpara,needs_emdat_event_date_and_black_marble_extraction
IND,India,05-409,2015-9618,2015,drought,13,L1:13,Andhra Pradesh; Assam; Bihar; Chhattisgarh; Himachal Pradesh; Jharkhand,NA,needs_emdat_event_date_and_black_marble_extraction
LKA,Sri Lanka,5912,2013-0220,2013,flood,13,L1:13,Colombo; Galle; Gampaha; Hambantota; Kalutara; Kandy,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5320,2012-0009,2012,flood,13,L1:11; L2:2,Agusan Del Sur; Aklan; Antique; Capiz; Compostela Valley; Davao Del Norte,Caraga; Davao City; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5347,2013-0373,2013,storm,13,L2:10; L1:3,Aurora; Batangas; Benguet; Catanduanes; Guimaras; Ilocos Norte,Bacarra; Bago City; Caramoran; Dagupan; Dingalan; Jordan,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5363,2014-0474,2014,storm,13,L1:11; L2:2,Bohol; Cebu; Davao Del Sur; Davao Oriental; Dinagat Islands; Misamis Occidental,Caraga; Davao City; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-109,2016-0340,2016,storm,12,L1:12,Fujian; Gansu; Guangxi; Guizhou; Hebei; Henan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-138,2018-0210,2018,flood,12,L1:12,Chongqing; Gansu; Guizhou; Hebei; Henan; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-62,2015-0219,2015,flood,12,L1:12,Anhui; Fujian; Guangdong; Guangxi; Guizhou; Hainan,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-268,2017-0294,2017,flood,12,L2:12,Gujarat; Rajasthan; West Bengal,Banas Kantha; Barmer; Jalor; Kolkata; Navsari; Pali,needs_emdat_event_date_and_black_marble_extraction
IND,India,03-253,2013-0208,2013,extreme temperature,12,L2:11; L3:1,Andhra Pradesh; Telangana,Adilabad; East Godavari; Guntur; Karimnagar; Khammam; Krishna,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,06-208,2015-0476,2015,earthquake,12,L3:8; L2:2; L1:2,Azad Kashmir; F.C.T.; N.W.F.P.; Punjab,Dera Ghazi Khan; Faisalabad; Gujranwala; Islamabad; Lahore; Multan,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-110,2017-0463,2017,flood,11,L2:8; L3:2; L1:1,Anhui; Chongqing; Hebei; Henan; Hubei; Shaanxi,Ankang; Cangzhou; Chongqing; NA; Nanyang; Panzhihua,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-120,2017-0245,2017,flood,11,L1:11,Anhui; Chongqing; Guangdong; Guangxi; Guizhou; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,04-154,2016-0162,2016,landslide,11,L1:10; L2:1,Chongqing; Fujian; Guangdong; Guangxi; Guizhou; Hubei,NA; Sanming,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-98,2016-0241,2016,flood,11,L1:11,Anhui; Chongqing; Guangxi; Guizhou; Henan; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-99,2016-0233,2016,flood,11,L1:11,Anhui; Chongqing; Fujian; Guangdong; Guangxi; Guizhou,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,06-134,2015-0504,2015,flood,11,L2:9; L3:1; L1:1,Andhra Pradesh; Puducherry; Tamil Nadu,Chennai; Chittoor; Cuddalore; Kancheepuram; NA; Nagappattinam,needs_emdat_event_date_and_black_marble_extraction
IND,India,2946,2013-0282,2013,flood,11,L2:11,Assam,Chirang; Dhemaji; Golaghat; Jorhat; Kamrup; Karimganj,needs_emdat_event_date_and_black_marble_extraction
IND,India,2947,2013-0260,2013,flood,11,L2:11,Uttar Pradesh,Bahraich; Barabanki; Basti; Faizabad; Gonda; Gorakhpur,needs_emdat_event_date_and_black_marble_extraction
IND,India,2960,2014-0408,2014,flood,11,L2:8; L1:3,Assam; Bihar; Uttar Pradesh; Uttarakhand,Azamgarh; Balrampur; Barabanki; Faizabad; Gonda; Lakhimpur Kheri,needs_emdat_event_date_and_black_marble_extraction
LKA,Sri Lanka,5910,2013-0039,2013,flood,11,L1:11,Ampara; Batticaloa; Jaffna; Kandy; Kilinochchi; Mannar,NA,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,02-500,2017-0243,2017,flood,11,L3:8; L2:2; L1:1,Azad Kashmir; Baluchistan; F.A.T.A.; N.W.F.P.; Punjab; Sind,F.A.T.A.; Faisalabad; Kalat; Karachi; Malakand; NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5340,2013-0036,2013,storm,11,L1:11,Compostela Valley; Davao Del Norte; Davao Del Sur; Marinduque; Occidental Mindoro; Oriental Mindoro,NA,needs_emdat_event_date_and_black_marble_extraction
VNM,Viet Nam,7382,2013-0433,2013,storm,11,L1:10; L2:1,Bac Giang; Da Nang; Ha Tinh; Hai Phong; Nghe An; Quang Nam,Hai Chau; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-100,2016-0257,2016,flood,10,L1:10,Beijing; Hebei; Heilongjiang; Henan; Jilin; Liaoning,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-133,2017-0372,2017,flood,10,L1:7; L2:3,Gansu; Heilongjiang; Henan; Hubei; Jilin; Liaoning,Chengdu; Deyang; Luzhou; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-135,2018-0050,2018,storm,10,L1:9; L3:1,Anhui; Chongqing; Guizhou; Henan; Hubei; Hunan,NA; Yuncheng,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-142,2018-0198,2018,flood,10,L1:10,Anhui; Chongqing; Fujian; Gansu; Guizhou; Henan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,05-193,2015-9328,2015,drought,10,L1:10,Hebei; Heilongjiang; Jilin; Liaoning; Nei Mongol; Ningxia Hui,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-88,2016-0137,2016,flood,10,L1:10,Anhui; Fujian; Guangdong; Guangxi; Guizhou; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-95,2016-0230,2016,storm,10,L1:10,Gansu; Guangdong; Guangxi; Hainan; Hebei; Henan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-96,2016-0238,2016,flood,10,L1:10,Anhui; Chongqing; Guizhou; Henan; Hubei; Jiangsu,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-59,2015-0214,2015,storm,10,L1:10,Anhui; Guangdong; Guangxi; Guizhou; Hubei; Hunan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-78,2015-0457,2015,flood,10,L1:10,Chongqing; Guangdong; Guangxi; Guizhou; Hainan; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-264,2016-0267,2016,flood,10,L2:10,Assam,Barpeta; Bongaigaon; Darrang; Dhubri; Goalpara; Golaghat,needs_emdat_event_date_and_black_marble_extraction
LKA,Sri Lanka,5909,2012-0537,2012,flood,10,L1:10,Badulla; Batticaloa; Galle; Hambantota; Kandy; Kurunegala,NA,needs_emdat_event_date_and_black_marble_extraction
NPL,Nepal,4478,2015-0144,2015,earthquake,10,L3:10,Central; West,Bagmati; Gandaki; Janakpur,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,01-1082,2012-0363,2012,flood,10,L3:7; L1:3,Azad Kashmir; Baluchistan; N.W.F.P.; Northern Areas; Punjab; Sind,Dera Ghazi Khan; Hyderabad; Larkana; NA; Nasirabad; Sukkur,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5355,2014-0055,2014,storm,10,L1:9; L2:1,Agusan Del Norte; Antique; Biliran; Cebu; Davao Oriental; Dinagat Islands,Caraga; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-118,2017-0169,2017,flood,9,L1:9,Chongqing; Fujian; Guangdong; Guangxi; Guizhou; Hubei,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-121,2017-0254,2017,flood,9,L1:9,Chongqing; Fujian; Guizhou; Hubei; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-127,2017-0264,2017,flood,9,L1:9,Guangdong; Guangxi; Guizhou; Hubei; Hunan; Jiangsu,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,03-130,2016-0023,2016,extreme temperature,9,L2:4; L1:4; L3:1,Beijing; Hainan; Heilongjiang; Hunan; Jilin; Nei Mongol,Changchun; Changsha; Daxing'anling; Harbin; Hulunbuir; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1660,2014-0323,2014,flood,9,L1:9,Gansu; Guizhou; Hebei; Hunan; Nei Mongol; Ningxia Hui,NA,needs_emdat_event_date_and_black_marble_extraction
IDN,Indonesia,3219,2014-0473,2014,flood,9,L1:9,Aceh; Bangka Belitung; Bengkulu; Jambi; Lampung; Riau,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-271,2017-0508,2017,storm,9,L2:7; L3:1; L1:1,Andhra Pradesh; Kerala; Lakshadweep; Tamil Nadu,Chittoor; Ernakulam; Kanniyakumari; Kozhikode; NA; Nellore,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-283,2018-0431,2018,storm,9,L2:9,Tamil Nadu,Chennai; Dindigul; Madurai; Nagappattinam; Pudukkottai; Ramanathapuram,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,02-499,2017-0181,2017,storm,9,L3:8; L2:1,Punjab,Bahawalpur; Dera Ghazi Khan; Faisalabad; Gujranwala; Lahore; Multan,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,4772,2014-0343,2014,flood,9,L3:8; L2:1,Azad Kashmir; Northern Areas; Punjab,Azad Kashmir; Faisalabad; Gujranwala; Lahore; Northern Areas; Rawalpindi,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5356,2014-0250,2014,flood,9,L2:8; L1:1,Maguindanao; Sultan Kudarat,Ampatuan; Barira; Datu Odin Sinsuat; Kabuntalan; Mamasapano; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-122,2017-0284,2017,storm,8,L1:8,Gansu; Hebei; Heilongjiang; Jilin; Liaoning; Ningxia Hui,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-128,2017-0476,2017,flood,8,L1:8,Chongqing; Guangxi; Guizhou; Henan; Hubei; Hunan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-134,2017-0398,2017,flood,8,L2:4; L3:2; L1:2,Chongqing; Hubei; Shaanxi; Shanxi; Sichuan,Ankang; Chongqing; Hanzhong; NA; Suizhou Shi; Xianyang,needs_emdat_event_date_and_black_marble_extraction
IDN,Indonesia,3217,2014-0038,2014,flood,8,L2:5; L1:3,Banten; Jakarta Raya; Jawa Barat; Jawa Tengah; Jawa Timur; Yogyakarta,Demak; Indramayu; Jombang; Kudus; NA; Subang,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-278,2017-0265,2017,storm,8,L2:7; L3:1,Bihar; Uttar Pradesh,Agra; Araria; Gaya; Nalanda; Patna; Rohtas,needs_emdat_event_date_and_black_marble_extraction
IND,India,06-126,2015-0333,2015,flood,8,L1:8,Arunachal Pradesh; Haryana; Himachal Pradesh; Jammu And Kashmir; Punjab; Rajasthan,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,2945,2013-0192,2013,flood,8,L1:8,Bihar; Gujarat; Himachal Pradesh; Karnataka; Kerala; Uttar Pradesh,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5334,2012-0434,2012,storm,8,L1:8,Aurora; Bataan; Bulacan; Metropolitan Manila; Nueva Ecija; Pampanga,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5350,2013-0430,2013,storm,8,L1:8,Aurora; Bulacan; Nueva Ecija; Nueva Vizcaya; Pampanga; Pangasinan,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5368,2015-0176,2015,storm,8,L2:8,Cagayan; Isabela,Aparri; Benito Soliven; Buguey; Dinapigue; Gonzaga; Maconacon,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5370,2015-0278,2015,storm,8,L1:8,Abra; Benguet; Ilocos Norte; Ilocos Sur; Kalinga; La Union,NA,needs_emdat_event_date_and_black_marble_extraction
BGD,Bangladesh,643,2015-0213,2015,storm,7,L2:7,Dhaka; Khulna; Rangpur; Sylhet,Bagerhat; Dinajpur; Gaibandha; Jamalpur; Mymensingh; Sherpur,needs_emdat_event_date_and_black_marble_extraction
CHN,China,01-380,2014-0180,2014,flood,7,L1:7,Chongqing; Guangdong; Guangxi; Guizhou; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-117,2017-0214,2017,storm,7,L1:7,Chongqing; Guangxi; Guizhou; Hubei; Hunan; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-129,2017-0352,2017,storm,7,L1:4; L2:2; L3:1,Fujian; Guangdong; Guangxi; Guizhou; Yunnan,Jiangmen; NA; Shenzhen; Zhuhai,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1602,2013-0084,2013,storm,7,L1:7,Fujian; Guangdong; Guizhou; Hubei; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1639,2014-0110,2014,storm,7,L1:7,Chongqing; Fujian; Guangdong; Guangxi; Guizhou; Hunan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1646,2014-0212,2014,flood,7,L1:7,Chongqing; Fujian; Guangdong; Guangxi; Guizhou; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1659,2014-0321,2014,flood,7,L1:7,Fujian; Guangdong; Guangxi; Guizhou; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-90,2016-0194,2016,flood,7,L1:7,Fujian; Guangdong; Guangxi; Guizhou; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-92,2016-0198,2016,flood,7,L1:7,Anhui; Guizhou; Hubei; Hunan; Sichuan; Yunnan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-52,2015-0131,2015,storm,7,L1:7,Chongqing; Guizhou; Henan; Jiangxi; Shaanxi; Shanxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-64,2015-0247,2015,flood,7,L1:7,Chongqing; Fujian; Guangdong; Guizhou; Hubei; Hunan,NA,needs_emdat_event_date_and_black_marble_extraction
FJI,Fiji,02-192,2016-0041,2016,storm,7,L2:5; L1:2,Central; Eastern; Northern; Western,Bua; Cakaudrove; Lau; Lomaiviti; Macuata; NA,needs_emdat_event_date_and_black_marble_extraction
IDN,Indonesia,3199,2012-0426,2012,flood,7,L1:7,Gorontalo; Sulawesi Barat; Sulawesi Selatan; Sulawesi Tengah; Sulawesi Tenggara; Sulawesi Utara,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-256,2016-0002,2016,earthquake,7,L2:7,Assam; Manipur,Bishnupur; Imphal East; Imphal West; Kamrup; Senapati; Tamenglong,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-282,2018-0385,2018,storm,7,L2:6; L3:1,Andhra Pradesh; Madhya Pradesh; Odisha,Gajapati; Ganjam; Guna; Kandhamal; Puri; Rayagada,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-297,2018-0345,2018,flood,7,L2:6; L1:1,Assam; West Bengal,Barpeta; Darrang; Dhemaji; Golaghat; NA; Sivasagar,needs_emdat_event_date_and_black_marble_extraction
IND,India,03-252,2012-0538,2012,extreme temperature,7,L1:7,Bihar; Haryana; Himachal Pradesh; Jammu And Kashmir; Punjab; Rajasthan,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,03-258,2016-0133,2016,extreme temperature,7,L1:7,Andhra Pradesh; Bihar; Jharkhand; Odisha; Rajasthan; Tamil Nadu,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,2948,2013-0345,2013,flood,7,L2:5; L1:2,Assam; Madhya Pradesh; Uttar Pradesh,Bhopal; Hoshangabad; Jabalpur; NA; Narsimhapur; Seoni,needs_emdat_event_date_and_black_marble_extraction
LAO,Lao PDR,02-391,2016-0316,2016,flood,7,L1:6; L2:1,Bokeo; Houaphan; Louangphrabang; Oudomxai; Saravan; Xaignabouri,NA; Saravane,needs_emdat_event_date_and_black_marble_extraction
NPL,Nepal,4476,2014-0272,2014,flood,7,L3:7,Central; Mid-Western,Bagmati; Bheri; Gandaki; Rapti,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5343,2013-0258,2013,storm,7,L1:7,Albay; Camarines Norte; Camarines Sur; Catanduanes; Masbate; Metropolitan Manila,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5351,2013-0395,2013,earthquake,7,L1:7,Bohol; Cebu; Guimaras; Iloilo; Negros Occidental; Negros Oriental,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5353,2013-0433,2013,storm,7,L1:7,Aklan; Capiz; Cebu; Iloilo; Leyte; Palawan,NA,needs_emdat_event_date_and_black_marble_extraction
THA,Thailand,6272,2014-0159,2014,earthquake,7,L1:7,Chiang Rai; Lampang; Lamphun; Mae Hong Son; Nan; Phayao,Mueang Phrae; NA,needs_emdat_event_date_and_black_marble_extraction
TUV,Tuvalu,6423,2015-0093,2015,storm,7,L1:7,Nanumanga; Nanumea; Niutao; Nui; Nukufetau; Nukulaelae,NA,needs_emdat_event_date_and_black_marble_extraction
VNM,Viet Nam,7383,2013-0443,2013,flood,7,L1:6; L2:1,Binh Dinh; Da Nang; Gia Lai; Kon Tum; Phu Yen; Quang Nam,Hai Chau; NA,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,21-Apr,2015-0151,2015,landslide,6,L1:4; L2:2,Badakhshan; Baghlan; Balkh; Faryab; Jawzjan; Sari Pul,Khwahan; NA; Sar-I-Pul City,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-105,2016-0376,2016,flood,6,L1:6,Chongqing; Guangxi; Guizhou; Hunan; Sichuan; Yunnan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-123,2017-0286,2017,storm,6,L1:5; L3:1,Anhui; Chongqing; Guangxi; Guizhou; Sichuan; Yunnan,Huangshan; NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,05-189,2013-9062,2013,drought,6,L1:6,Gansu; Qinghai; Shaanxi; Shanxi; Sichuan; Yunnan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,05-194,2016-9369,2016,drought,6,L1:6,Gansu; Heilongjiang; Jilin; Nei Mongol; Ningxia Hui; Shanxi,NA,needs_emdat_event_date_and_black_marble_extraction
